k,from,to,k_effective_a,k_effective_b,hits,rate,chance,lift,truncated_a,truncated_b
5,llama3.3-70b-or,minimax-m2.5-or,5,10,3,0.600000,0.175439,0.424561,0,0
5,llama3.3-70b-or,gemma3-1b-qat,5,10,2,0.400000,0.175439,0.224561,0,0
5,llama3.3-70b-or,gemini3-flash-or,5,10,3,0.600000,0.175439,0.424561,0,0
5,llama3.3-70b-or,haiku-4.5-direct,5,9,2,0.400000,0.157895,0.242105,0,1
5,llama3.3-70b-or,gpt-oss-120b-or,5,10,3,0.600000,0.175439,0.424561,0,0
5,llama3.3-70b-or,gpt5-mini-or,5,10,3,0.600000,0.175439,0.424561,0,0
5,gemma3-1b-qat,gemma3-1b,5,10,4,0.800000,0.175439,0.624561,0,0
5,gemma3-1b-qat,deepseek-v4f,5,10,1,0.200000,0.175439,0.024561,0,0
5,gemma3-1b-qat,deepseek-v4p,5,10,2,0.400000,0.175439,0.224561,0,0
5,gemma3-1b-qat,gemma4-31b-or,5,7,2,0.400000,0.122807,0.277193,0,1
5,gemma3-1b-qat,mistral-large-or,5,10,2,0.400000,0.175439,0.224561,0,0
5,gemma3-1b-qat,minimax-m2.5-or,5,10,2,0.400000,0.175439,0.224561,0,0
5,gemma3-1b-qat,llama3.3-70b-or,5,9,1,0.200000,0.157895,0.042105,0,1
5,gemma3-1b-qat,gemini3-flash-or,5,10,2,0.400000,0.175439,0.224561,0,0
5,gemma3-1b-qat,haiku-4.5-direct,5,9,3,0.600000,0.157895,0.442105,0,1
5,gemma3-1b-qat,gpt-oss-120b-or,5,10,2,0.400000,0.175439,0.224561,0,0
5,gemma3-1b-qat,gpt5-mini-or,5,10,1,0.200000,0.175439,0.024561,0,0
5,gemini3-flash-or,gemma3-1b,5,10,2,0.400000,0.175439,0.224561,0,0
5,gemini3-flash-or,deepseek-v4f,5,10,2,0.400000,0.175439,0.224561,0,0
5,gemini3-flash-or,deepseek-v4p,5,10,2,0.400000,0.175439,0.224561,0,0
5,gemini3-flash-or,gemma4-31b-or,5,7,2,0.400000,0.122807,0.277193,0,1
5,gemini3-flash-or,mistral-large-or,5,10,3,0.600000,0.175439,0.424561,0,0
5,gemini3-flash-or,minimax-m2.5-or,5,10,3,0.600000,0.175439,0.424561,0,0
5,gemini3-flash-or,llama3.3-70b-or,5,9,2,0.400000,0.157895,0.242105,0,1
5,gemini3-flash-or,gemma3-1b-qat,5,10,3,0.600000,0.175439,0.424561,0,0
5,gemini3-flash-or,haiku-4.5-direct,5,9,2,0.400000,0.157895,0.242105,0,1
5,gemini3-flash-or,gpt-oss-120b-or,5,10,2,0.400000,0.175439,0.224561,0,0
5,gemini3-flash-or,gpt5-mini-or,5,10,2,0.400000,0.175439,0.224561,0,0
5,haiku-4.5-direct,gemma3-1b,5,10,3,0.600000,0.175439,0.424561,0,0
5,haiku-4.5-direct,deepseek-v4f,5,10,2,0.400000,0.175439,0.224561,0,0
5,haiku-4.5-direct,deepseek-v4p,5,10,2,0.400000,0.175439,0.224561,0,0
5,haiku-4.5-direct,gemma4-31b-or,5,7,3,0.600000,0.122807,0.477193,0,1
5,haiku-4.5-direct,mistral-large-or,5,10,3,0.600000,0.175439,0.424561,0,0
5,haiku-4.5-direct,minimax-m2.5-or,5,10,3,0.600000,0.175439,0.424561,0,0
5,haiku-4.5-direct,llama3.3-70b-or,5,9,3,0.600000,0.157895,0.442105,0,1
5,haiku-4.5-direct,gemma3-1b-qat,5,10,3,0.600000,0.175439,0.424561,0,0
5,haiku-4.5-direct,gemini3-flash-or,5,10,2,0.400000,0.175439,0.224561,0,0
5,haiku-4.5-direct,gpt-oss-120b-or,5,10,2,0.400000,0.175439,0.224561,0,0
5,haiku-4.5-direct,gpt5-mini-or,5,10,4,0.800000,0.175439,0.624561,0,0
5,gpt-oss-120b-or,gemma3-1b,5,10,4,0.800000,0.175439,0.624561,0,0
5,gpt-oss-120b-or,deepseek-v4f,5,10,3,0.600000,0.175439,0.424561,0,0
5,gpt-oss-120b-or,deepseek-v4p,5,10,1,0.200000,0.175439,0.024561,0,0
5,gpt-oss-120b-or,gemma4-31b-or,5,7,2,0.400000,0.122807,0.277193,0,1
5,gpt-oss-120b-or,mistral-large-or,5,10,3,0.600000,0.175439,0.424561,0,0
5,gpt-oss-120b-or,minimax-m2.5-or,5,10,4,0.800000,0.175439,0.624561,0,0
5,gpt-oss-120b-or,llama3.3-70b-or,5,9,2,0.400000,0.157895,0.242105,0,1
5,gpt-oss-120b-or,gemma3-1b-qat,5,10,3,0.600000,0.175439,0.424561,0,0
5,gpt-oss-120b-or,gemini3-flash-or,5,10,2,0.400000,0.175439,0.224561,0,0
5,gpt-oss-120b-or,haiku-4.5-direct,5,9,2,0.400000,0.157895,0.242105,0,1
5,gpt-oss-120b-or,gpt5-mini-or,5,10,3,0.600000,0.175439,0.424561,0,0
5,gpt5-mini-or,gemma3-1b,5,10,2,0.400000,0.175439,0.224561,0,0
5,gpt5-mini-or,deepseek-v4f,5,10,4,0.800000,0.175439,0.624561,0,0
