model,leaf,family,field,n_items,n_instances,n_runs,flipped,wobble,dropped,absent,parse_failure_rate
haiku-4.5-direct,form_d_fields,regulatory,form_d_field_value,2,2,40,0,0.000000,0,0,0.000000
haiku-4.5-direct,s1_use_of_proceeds,regulatory,s1_use_of_proceeds,5,5,100,1,0.200000,0,0,0.000000
haiku-4.5-direct,s1_risk_factors,regulatory,s1_risk_factors,5,5,100,0,0.000000,0,0,0.000000
haiku-4.5-direct,financial_statement_qa,regulatory,financial_statement_qa,5,5,100,0,0.000000,0,0,0.000000
haiku-4.5-direct,flag_offmarket_liqpref,risk_flag,flag_offmarket_liqpref,10,10,200,0,0.000000,0,0,0.000000
haiku-4.5-direct,flag_full_ratchet,risk_flag,flag_full_ratchet,7,7,140,0,0.000000,0,0,0.000000
haiku-4.5-direct,flag_uncapped_participation,risk_flag,flag_uncapped_participation,13,13,260,1,0.076923,0,0,0.000000
haiku-4.5-direct,flag_missing_pro_rata,risk_flag,flag_missing_pro_rata,4,4,80,0,0.000000,0,0,0.000000
haiku-4.5-direct,flag_internal_inconsistency,risk_flag,flag_internal_inconsistency,5,5,100,0,0.000000,0,0,0.000000
gpt-oss-120b-or,post_money_valuation,priced_equity,post_money_valuation,4,4,80,0,0.000000,0,0,0.000000
gpt-oss-120b-or,pre_vs_post_money,priced_equity,pre_vs_post_money,19,19,380,1,0.052632,0,0,0.000000
gpt-oss-120b-or,price_per_share,priced_equity,price_per_share,8,8,160,1,0.125000,0,0,0.000000
gpt-oss-120b-or,round_size,priced_equity,round_size,10,10,200,0,0.000000,0,0,0.000000
gpt-oss-120b-or,per_investor_allocation,priced_equity,per_investor_allocation,5,5,100,0,0.000000,0,0,0.000000
gpt-oss-120b-or,liquidation_preference_multiple,priced_equity,liquidation_preference_multiple,9,9,180,0,0.000000,0,0,0.000000
gpt-oss-120b-or,participation_type,priced_equity,participation_type,18,18,360,4,0.222222,0,0,0.019444
gpt-oss-120b-or,participation_cap,priced_equity,participation_cap,3,3,60,0,0.000000,0,0,0.000000
gpt-oss-120b-or,preference_seniority,priced_equity,preference_seniority,11,11,220,1,0.090909,0,0,0.000000
gpt-oss-120b-or,dividend_rate_pct,priced_equity,dividend_rate_pct,6,6,120,0,0.000000,0,0,0.000000
gpt-oss-120b-or,dividend_cumulative,priced_equity,dividend_cumulative,16,16,320,0,0.000000,0,0,0.000000
gpt-oss-120b-or,antidilution_type,priced_equity,antidilution_type,5,5,100,0,0.000000,0,0,0.000000
gpt-oss-120b-or,antidilution_base,priced_equity,antidilution_base,10,10,200,0,0.000000,0,0,0.000000
gpt-oss-120b-or,conversion_ratio,priced_equity,conversion_ratio,5,5,100,0,0.000000,0,0,0.000000
gpt-oss-120b-or,auto_conversion_trigger,priced_equity,auto_conversion_trigger,5,5,100,0,0.000000,0,0,0.000000
gpt-oss-120b-or,redemption_rights,priced_equity,redemption_rights,10,10,200,0,0.000000,0,0,0.000000
gpt-oss-120b-or,safe_valuation_cap,convertibles,safe_valuation_cap,8,8,160,0,0.000000,0,0,0.000000
gpt-oss-120b-or,safe_discount_rate,convertibles,safe_discount_rate,9,9,180,2,0.222222,0,0,0.000000
gpt-oss-120b-or,safe_cap_vs_discount_applies,convertibles,safe_cap_vs_discount_applies,13,13,260,0,0.000000,0,0,0.007692
gpt-oss-120b-or,safe_pre_post,convertibles,safe_cap_type,16,16,320,0,0.000000,0,0,0.000000
gpt-oss-120b-or,safe_mfn_present,convertibles,safe_mfn_present,7,7,140,0,0.000000,0,0,0.000000
gpt-oss-120b-or,safe_pro_rata_side_letter,convertibles,safe_pro_rata_side_letter,15,15,300,0,0.000000,0,0,0.000000
gpt-oss-120b-or,note_principal,convertibles,note_principal,7,7,140,0,0.000000,0,0,0.000000
gpt-oss-120b-or,note_interest_rate,convertibles,note_interest_rate,6,6,120,0,0.000000,0,0,0.000000
gpt-oss-120b-or,note_maturity_date,convertibles,note_maturity_date,3,4,80,0,0.000000,0,0,0.000000
gpt-oss-120b-or,note_valuation_cap,convertibles,note_valuation_cap,4,4,80,0,0.000000,0,0,0.000000
gpt-oss-120b-or,note_discount,convertibles,note_discount,4,4,80,0,0.000000,0,0,0.000000
gpt-oss-120b-or,note_qualified_financing_threshold,convertibles,note_qualified_financing_threshold,2,2,40,0,0.000000,0,0,0.000000
gpt-oss-120b-or,current_ownership_pct,cap_table,current_ownership_pct,9,9,180,0,0.000000,0,0,0.033333
gpt-oss-120b-or,founder_ownership_pct,cap_table,founder_ownership_pct,3,3,60,0,0.000000,0,0,0.000000
gpt-oss-120b-or,investor_ownership_pct,cap_table,investor_ownership_pct,4,4,80,1,0.250000,0,0,0.150000
gpt-oss-120b-or,employee_pool_pct,cap_table,employee_pool_pct,1,1,20,1,1.000000,0,0,0.000000
gpt-oss-120b-or,option_pool_shuffle,cap_table,option_pool_shuffle,3,3,60,2,0.666667,0,0,0.000000
gpt-oss-120b-or,fully_diluted_basis,cap_table,fully_diluted_basis,8,8,160,0,0.000000,0,0,0.000000
gpt-oss-120b-or,multi_round_stacked_dilution,cap_table,multi_round_stacked_dilution,5,5,100,1,0.200000,0,0,0.000000
gpt-oss-120b-or,liquidation_waterfall_payout,exit_waterfall,liquidation_waterfall_payout,4,4,80,2,0.500000,0,0,0.000000
gpt-oss-120b-or,preference_stack_payout,exit_waterfall,preference_stack_payout,2,2,40,0,0.000000,0,0,0.000000
gpt-oss-120b-or,convert_vs_preference_decision,exit_waterfall,convert_vs_preference_decision,2,2,40,0,0.000000,0,0,0.000000
gpt-oss-120b-or,board_seats_investor,rights_governance,board_seats_investor,9,9,180,1,0.111111,0,0,0.000000
gpt-oss-120b-or,protective_provisions,rights_governance,protective_provisions,12,12,240,2,0.166667,0,0,0.000000
gpt-oss-120b-or,information_rights,rights_governance,information_rights,12,12,240,1,0.083333,0,0,0.000000
gpt-oss-120b-or,pro_rata_rights,rights_governance,pro_rata_rights,12,12,240,2,0.166667,0,0,0.000000
gpt-oss-120b-or,rofr_cosale,rights_governance,rofr_cosale,12,12,240,0,0.000000,0,0,0.000000
gpt-oss-120b-or,drag_along,rights_governance,drag_along,12,12,240,1,0.083333,0,0,0.000000
gpt-oss-120b-or,vesting_acceleration,rights_governance,vesting_acceleration,9,9,180,0,0.000000,0,0,0.000000
gpt-oss-120b-or,vesting_schedule,founder_equity,vesting_schedule,9,9,180,1,0.111111,0,0,0.000000
gpt-oss-120b-or,cliff_present,founder_equity,cliff_present,12,12,240,1,0.083333,0,0,0.000000
gpt-oss-120b-or,acceleration_trigger,founder_equity,acceleration_trigger,13,13,260,0,0.000000,0,0,0.000000
gpt-oss-120b-or,option_strike_409a,founder_equity,option_strike_409a,7,7,140,0,0.000000,0,0,0.000000
gpt-oss-120b-or,exercise_window,founder_equity,exercise_window,5,5,100,0,0.000000,0,0,0.000000
gpt-oss-120b-or,securities_exemption,regulatory,securities_exemption,10,10,200,1,0.100000,0,0,0.000000
gpt-oss-120b-or,form_d_fields,regulatory,form_d_field_value,2,2,40,0,0.000000,0,0,0.000000
gpt-oss-120b-or,s1_use_of_proceeds,regulatory,s1_use_of_proceeds,5,5,100,0,0.000000,0,0,0.000000
gpt-oss-120b-or,s1_risk_factors,regulatory,s1_risk_factors,5,5,100,0,0.000000,0,0,0.000000
gpt-oss-120b-or,financial_statement_qa,regulatory,financial_statement_qa,5,5,100,2,0.400000,0,0,0.000000
gpt-oss-120b-or,flag_offmarket_liqpref,risk_flag,flag_offmarket_liqpref,10,10,200,0,0.000000,0,0,0.000000
gpt-oss-120b-or,flag_full_ratchet,risk_flag,flag_full_ratchet,7,7,140,0,0.000000,0,0,0.000000
gpt-oss-120b-or,flag_uncapped_participation,risk_flag,flag_uncapped_participation,13,13,260,1,0.076923,0,0,0.003846
gpt-oss-120b-or,flag_missing_pro_rata,risk_flag,flag_missing_pro_rata,4,4,80,0,0.000000,0,0,0.000000
gpt-oss-120b-or,flag_internal_inconsistency,risk_flag,flag_internal_inconsistency,5,5,100,0,0.000000,0,0,0.000000
gpt5-mini-or,post_money_valuation,priced_equity,post_money_valuation,4,4,80,0,0.000000,0,0,0.000000
gpt5-mini-or,pre_vs_post_money,priced_equity,pre_vs_post_money,19,19,380,2,0.105263,0,0,0.000000
gpt5-mini-or,price_per_share,priced_equity,price_per_share,8,8,160,1,0.125000,0,0,0.000000
gpt5-mini-or,round_size,priced_equity,round_size,10,10,200,0,0.000000,0,0,0.000000
gpt5-mini-or,per_investor_allocation,priced_equity,per_investor_allocation,5,5,100,0,0.000000,0,0,0.000000
gpt5-mini-or,liquidation_preference_multiple,priced_equity,liquidation_preference_multiple,9,9,180,0,0.000000,0,0,0.000000
gpt5-mini-or,participation_type,priced_equity,participation_type,18,18,360,1,0.055556,0,0,0.000000
gpt5-mini-or,participation_cap,priced_equity,participation_cap,3,3,60,0,0.000000,0,0,0.000000
gpt5-mini-or,preference_seniority,priced_equity,preference_seniority,11,11,220,0,0.000000,0,0,0.000000
gpt5-mini-or,dividend_rate_pct,priced_equity,dividend_rate_pct,6,6,120,0,0.000000,0,0,0.000000
gpt5-mini-or,dividend_cumulative,priced_equity,dividend_cumulative,16,16,320,0,0.000000,0,0,0.000000
gpt5-mini-or,antidilution_type,priced_equity,antidilution_type,5,5,100,0,0.000000,0,0,0.000000
gpt5-mini-or,antidilution_base,priced_equity,antidilution_base,10,10,200,0,0.000000,0,0,0.000000
gpt5-mini-or,conversion_ratio,priced_equity,conversion_ratio,5,5,100,1,0.200000,0,0,0.000000
gpt5-mini-or,auto_conversion_trigger,priced_equity,auto_conversion_trigger,5,5,100,0,0.000000,0,0,0.000000
gpt5-mini-or,redemption_rights,priced_equity,redemption_rights,10,10,200,0,0.000000,0,0,0.000000
gpt5-mini-or,safe_valuation_cap,convertibles,safe_valuation_cap,8,8,160,0,0.000000,0,0,0.000000
gpt5-mini-or,safe_discount_rate,convertibles,safe_discount_rate,9,9,180,0,0.000000,0,0,0.000000
gpt5-mini-or,safe_cap_vs_discount_applies,convertibles,safe_cap_vs_discount_applies,13,13,260,0,0.000000,0,0,0.000000
gpt5-mini-or,safe_pre_post,convertibles,safe_cap_type,16,16,320,0,0.000000,0,0,0.000000
gpt5-mini-or,safe_mfn_present,convertibles,safe_mfn_present,7,7,140,0,0.000000,0,0,0.000000
gpt5-mini-or,safe_pro_rata_side_letter,convertibles,safe_pro_rata_side_letter,15,15,300,0,0.000000,0,0,0.000000
gpt5-mini-or,note_principal,convertibles,note_principal,7,7,140,0,0.000000,0,0,0.000000
gpt5-mini-or,note_interest_rate,convertibles,note_interest_rate,6,6,120,0,0.000000,0,0,0.000000
gpt5-mini-or,note_maturity_date,convertibles,note_maturity_date,4,4,80,0,0.000000,0,0,0.000000
gpt5-mini-or,note_valuation_cap,convertibles,note_valuation_cap,4,4,80,0,0.000000,0,0,0.000000
gpt5-mini-or,note_discount,convertibles,note_discount,4,4,80,0,0.000000,0,0,0.000000
gpt5-mini-or,note_qualified_financing_threshold,convertibles,note_qualified_financing_threshold,2,2,40,0,0.000000,0,0,0.000000
gpt5-mini-or,current_ownership_pct,cap_table,current_ownership_pct,9,9,180,0,0.000000,0,0,0.000000
gpt5-mini-or,founder_ownership_pct,cap_table,founder_ownership_pct,3,3,60,0,0.000000,0,0,0.000000
gpt5-mini-or,investor_ownership_pct,cap_table,investor_ownership_pct,4,4,80,0,0.000000,0,0,0.187500
gpt5-mini-or,employee_pool_pct,cap_table,employee_pool_pct,1,1,20,0,0.000000,0,0,0.100000
gpt5-mini-or,option_pool_shuffle,cap_table,option_pool_shuffle,3,3,60,2,0.666667,0,0,0.000000
gpt5-mini-or,fully_diluted_basis,cap_table,fully_diluted_basis,8,8,160,0,0.000000,0,0,0.000000
gpt5-mini-or,multi_round_stacked_dilution,cap_table,multi_round_stacked_dilution,5,5,100,0,0.000000,0,0,0.000000
gpt5-mini-or,liquidation_waterfall_payout,exit_waterfall,liquidation_waterfall_payout,4,4,80,4,1.000000,0,0,0.000000
gpt5-mini-or,preference_stack_payout,exit_waterfall,preference_stack_payout,2,2,40,0,0.000000,0,0,0.000000
gpt5-mini-or,convert_vs_preference_decision,exit_waterfall,convert_vs_preference_decision,2,2,40,0,0.000000,0,0,0.000000
gpt5-mini-or,board_seats_investor,rights_governance,board_seats_investor,9,9,180,4,0.444444,0,0,0.000000
gpt5-mini-or,protective_provisions,rights_governance,protective_provisions,12,12,240,2,0.166667,0,0,0.000000
gpt5-mini-or,information_rights,rights_governance,information_rights,12,12,240,1,0.083333,0,0,0.000000
gpt5-mini-or,pro_rata_rights,rights_governance,pro_rata_rights,12,12,240,0,0.000000,0,0,0.000000
gpt5-mini-or,rofr_cosale,rights_governance,rofr_cosale,12,12,240,0,0.000000,0,0,0.000000
gpt5-mini-or,drag_along,rights_governance,drag_along,12,12,240,2,0.166667,0,0,0.000000
gpt5-mini-or,vesting_acceleration,rights_governance,vesting_acceleration,9,9,180,0,0.000000,0,0,0.000000
gpt5-mini-or,vesting_schedule,founder_equity,vesting_schedule,9,9,180,0,0.000000,0,0,0.000000
gpt5-mini-or,cliff_present,founder_equity,cliff_present,12,12,240,2,0.166667,0,0,0.000000
gpt5-mini-or,acceleration_trigger,founder_equity,acceleration_trigger,13,13,260,0,0.000000,0,0,0.000000
gpt5-mini-or,option_strike_409a,founder_equity,option_strike_409a,7,7,140,0,0.000000,0,0,0.000000
gpt5-mini-or,exercise_window,founder_equity,exercise_window,5,5,100,0,0.000000,0,0,0.000000
gpt5-mini-or,securities_exemption,regulatory,securities_exemption,10,10,200,1,0.100000,0,0,0.000000
gpt5-mini-or,form_d_fields,regulatory,form_d_field_value,2,2,40,0,0.000000,0,0,0.000000
gpt5-mini-or,s1_use_of_proceeds,regulatory,s1_use_of_proceeds,5,5,100,2,0.400000,0,0,0.000000
gpt5-mini-or,s1_risk_factors,regulatory,s1_risk_factors,5,5,100,0,0.000000,0,0,0.000000
gpt5-mini-or,financial_statement_qa,regulatory,financial_statement_qa,5,5,100,1,0.200000,0,0,0.000000
gpt5-mini-or,flag_offmarket_liqpref,risk_flag,flag_offmarket_liqpref,10,10,200,0,0.000000,0,0,0.005000
gpt5-mini-or,flag_full_ratchet,risk_flag,flag_full_ratchet,7,7,140,0,0.000000,0,0,0.000000
gpt5-mini-or,flag_uncapped_participation,risk_flag,flag_uncapped_participation,13,13,260,0,0.000000,0,0,0.000000
gpt5-mini-or,flag_missing_pro_rata,risk_flag,flag_missing_pro_rata,4,4,80,0,0.000000,0,0,0.000000
gpt5-mini-or,flag_internal_inconsistency,risk_flag,flag_internal_inconsistency,5,5,100,0,0.000000,0,0,0.000000
