leaf,item,category,answer_type,field_type,flagged,bucket,bucket_nowords,pairs,flips,maj_n,maj_ok,disp,failure
drag_along,0001047469-13-008148_a2216187zex-10_3,rights_governance,binary,bool,0,undecidable,undecidable,12,1,12,11,0.4,
drag_along,0000912057-17-000020_filename4,rights_governance,binary,bool,0,undecidable,undecidable,12,1,12,11,0.09999999999999998,
drag_along,0000950123-10-031429_b80142exv4w4,rights_governance,binary,bool,0,undecidable,undecidable,12,0,12,10,0.0,
drag_along,0000912057-01-534636_a2059793zex-10_20,rights_governance,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
drag_along,0000950123-14-005490_filename11,rights_governance,binary,bool,0,undecidable,undecidable,12,0,12,11,0.0,
drag_along,0001144204-16-141777_v455883_ex3-2,rights_governance,binary,bool,0,undecidable,undecidable,12,0,12,10,0.0,
vesting_acceleration,912562_000091256215000002,rights_governance,binary,bool,0,undecidable,undecidable,12,1,12,10,0.050000000000000044,
vesting_acceleration,1671858_000119312522280241,rights_governance,binary,bool,0,undecidable,undecidable,12,1,12,11,0.050000000000000044,
vesting_acceleration,1293310_000119312512306440,rights_governance,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
vesting_acceleration,1433714_000119312514041287,rights_governance,binary,bool,0,undecidable,undecidable,12,1,12,10,0.09999999999999998,
vesting_acceleration,1452751_000119312513403444,rights_governance,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
vesting_acceleration,1108271_000119312504159873,rights_governance,binary,bool,0,undecidable,undecidable,12,0,12,11,0.0,
vesting_acceleration,0001193125-13-046243_d484075d8k,rights_governance,binary,bool,0,undecidable,undecidable,12,1,12,10,0.42105263157894735,
vesting_acceleration,0001451809-24-000052_ex1034offerofemployment-sa,rights_governance,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
vesting_acceleration,0000950005-01-500034_p13538ex99-7,rights_governance,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
vesting_schedule,1293310_000119312512306440,founder_equity,multi_part,string,0,undecidable,undecidable,12,0,12,12,0.0,
vesting_schedule,1452751_000119312513403444,founder_equity,multi_part,string,0,undecidable,undecidable,12,0,12,12,0.0,
vesting_schedule,1108271_000119312504159873,founder_equity,multi_part,string,0,undecidable,undecidable,12,2,12,10,1.05,
vesting_schedule,0001558370-21-008713_giii-20210628x8k,founder_equity,multi_part,string,0,undecidable,undecidable,12,0,12,10,0.0,
vesting_schedule,0001451809-24-000052_ex1034offerofemployment-sa,founder_equity,multi_part,string,0,undecidable,undecidable,12,0,12,10,0.0,
vesting_schedule,0001144204-15-053727_v419640_ex10-1,founder_equity,multi_part,string,0,undecidable,undecidable,12,0,12,10,0.0,
vesting_schedule,0001516513-23-000036_ex-107xcraigoverpeckofferl,founder_equity,multi_part,string,0,undecidable,undecidable,12,0,12,10,0.0,
vesting_schedule,0000020740-17-000006_a201610kex1012,founder_equity,multi_part,string,0,undecidable,undecidable,12,6,12,5,1.4000000000000001,
vesting_schedule,0001104659-09-054183_a09-26145_18k,founder_equity,multi_part,string,0,undecidable,undecidable,12,1,12,11,0.5,
cliff_present,0001503707-23-000002_ltipformfinalforedgar,founder_equity,binary,bool,0,undecidable,undecidable,12,2,12,12,0.55,
cliff_present,0001558370-21-008713_giii-20210628x8k,founder_equity,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
cliff_present,0000790816-14-000054_bdn8k-annualawards_031414,founder_equity,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
cliff_present,0001144204-18-050119_tv502422_10k,founder_equity,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
cliff_present,0001299933-11-000951_htm_41195,founder_equity,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
cliff_present,0001104659-09-039164_a09-16464_1ex10d1,founder_equity,binary,bool,0,undecidable,undecidable,12,3,12,12,0.7000000000000001,
cliff_present,0001451809-24-000052_ex1034offerofemployment-sa,founder_equity,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
cliff_present,0001144204-15-053727_v419640_ex10-1,founder_equity,binary,bool,0,undecidable,undecidable,12,1,12,11,0.30000000000000004,
cliff_present,0001516513-23-000036_ex-107xcraigoverpeckofferl,founder_equity,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
cliff_present,0001299933-05-001251_exhibit2,founder_equity,binary,bool,0,undecidable,undecidable,12,0,12,10,0.0,
cliff_present,0000020740-17-000006_a201610kex1012,founder_equity,binary,bool,0,undecidable,undecidable,12,2,12,9,0.5833333333333334,
cliff_present,0001104659-09-054183_a09-26145_18k,founder_equity,binary,bool,0,undecidable,undecidable,12,4,12,10,0.5357142857142857,
acceleration_trigger,912562_000091256215000002,founder_equity,binary,enum,0,undecidable,undecidable,12,1,12,12,0.050000000000000044,
acceleration_trigger,1671858_000119312522280241,founder_equity,binary,enum,0,undecidable,undecidable,12,0,12,12,0.0,
acceleration_trigger,1293310_000119312512306440,founder_equity,binary,enum,0,undecidable,undecidable,12,0,12,12,0.0,
acceleration_trigger,1433714_000119312514041287,founder_equity,binary,enum,0,undecidable,undecidable,12,0,12,12,0.0,
acceleration_trigger,1318568_000155837016005813,founder_equity,binary,enum,0,undecidable,undecidable,12,0,12,12,0.0,
acceleration_trigger,1396009_000095014408007433,founder_equity,binary,enum,0,undecidable,undecidable,12,1,12,12,0.050000000000000044,
acceleration_trigger,1358403_000135840318000037,founder_equity,binary,enum,0,undecidable,undecidable,12,0,12,12,0.0,
acceleration_trigger,1452751_000119312513403444,founder_equity,binary,enum,0,undecidable,undecidable,12,1,12,11,0.09999999999999998,
acceleration_trigger,1108271_000119312504159873,founder_equity,binary,enum,0,undecidable,undecidable,12,0,12,12,0.0,
acceleration_trigger,1566826_000121390025046512,founder_equity,binary,enum,0,undecidable,undecidable,12,1,12,12,0.15000000000000002,
acceleration_trigger,1158172_000095013308000368,founder_equity,binary,enum,0,undecidable,undecidable,12,2,12,10,0.10000000000000009,
acceleration_trigger,1661460_000119312523020421,founder_equity,binary,enum,0,undecidable,undecidable,12,0,12,12,0.0,
acceleration_trigger,31791_000003179124000004,founder_equity,binary,enum,0,undecidable,undecidable,12,1,12,12,0.052631578947368474,
option_strike_409a,0001125282-06-006236_0p03,founder_equity,numeric,number,0,stated,stated,12,1,12,10,0.06666666666666665,
option_strike_409a,0001125282-06-006236_0p25,founder_equity,numeric,number,0,stated,stated,12,1,12,12,0.0714285714285714,
option_strike_409a,0001193125-11-194811_0p61,founder_equity,numeric,number,0,stated,stated,12,1,12,12,0.15000000000000002,
option_strike_409a,0001125282-06-006236_1p25,founder_equity,numeric,number,0,stated,stated,12,2,12,11,0.8,
option_strike_409a,0001125282-06-007804_2p0,founder_equity,numeric,number,0,stated,stated,12,1,12,10,0.44999999999999996,
option_strike_409a,0001193125-11-194811_7p5,founder_equity,numeric,number,0,stated,stated,12,0,12,12,0.0,
option_strike_409a,0001125282-06-006236_11p0,founder_equity,numeric,number,0,stated,stated,12,0,12,12,0.0,
exercise_window,sirva,founder_equity,numeric,string,0,undecidable,undecidable,12,2,12,10,0.7,
exercise_window,covisint,founder_equity,numeric,string,0,undecidable,undecidable,12,1,12,12,0.35,
exercise_window,annaslinens,founder_equity,numeric,string,0,undecidable,undecidable,12,1,12,12,0.15000000000000002,
exercise_window,williamsscotsman,founder_equity,numeric,string,0,undecidable,undecidable,12,1,12,12,0.050000000000000044,
exercise_window,douglasdynamics1,founder_equity,numeric,string,0,undecidable,undecidable,12,3,12,12,0.5,
securities_exemption,1102449,regulatory,categorical,enum,0,undecidable,undecidable,12,0,12,12,0.0,
securities_exemption,1260990,regulatory,categorical,enum,0,undecidable,undecidable,12,0,12,12,0.0,
securities_exemption,1444307,regulatory,categorical,enum,0,undecidable,undecidable,12,0,12,12,0.0,
securities_exemption,1498738,regulatory,categorical,enum,1,undecidable,undecidable,12,2,12,11,0.5236842105263159,quote-absent-from-source
securities_exemption,1597815,regulatory,categorical,enum,0,undecidable,undecidable,12,1,12,12,0.05882352941176472,
securities_exemption,1795387,regulatory,categorical,enum,0,undecidable,undecidable,12,4,12,10,1.1444444444444444,
securities_exemption,1804648,regulatory,categorical,enum,0,undecidable,undecidable,12,3,12,10,1.2045454545454546,
securities_exemption,1902507,regulatory,categorical,enum,0,undecidable,undecidable,12,5,12,10,0.8988038277511963,
securities_exemption,1947170,regulatory,categorical,enum,0,undecidable,undecidable,12,0,12,12,0.0,
securities_exemption,1981408,regulatory,categorical,enum,0,undecidable,undecidable,12,1,12,12,0.050000000000000044,
form_d_fields,1456554_000145655410000002,regulatory,numeric,string,0,undecidable,undecidable,12,2,12,11,0.5,
form_d_fields,1549044_000154904412000001,regulatory,numeric,string,0,undecidable,undecidable,12,0,12,12,0.0,
s1_use_of_proceeds,hyrecar,regulatory,multi_part,string,0,undecidable,undecidable,12,1,12,12,0.050000000000000044,
s1_use_of_proceeds,castlebio,regulatory,multi_part,string,0,undecidable,undecidable,12,3,12,10,0.8,
s1_use_of_proceeds,axcella,regulatory,multi_part,string,0,undecidable,undecidable,12,4,12,10,0.9052631578947369,
s1_use_of_proceeds,veritone,regulatory,multi_part,string,0,undecidable,undecidable,12,2,12,10,0.7000000000000001,
s1_use_of_proceeds,civitas,regulatory,multi_part,string,0,undecidable,undecidable,12,6,12,9,1.65,
s1_risk_factors,hyrecar_1,regulatory,multi_part,string,0,undecidable,undecidable,12,2,12,11,1.0763157894736843,
s1_risk_factors,hyrecar_2,regulatory,multi_part,string,0,undecidable,undecidable,12,2,12,11,1.4947368421052631,
s1_risk_factors,hyrecar_3,regulatory,multi_part,string,0,undecidable,undecidable,12,2,12,11,0.881578947368421,
s1_risk_factors,axcella_1,regulatory,multi_part,string,0,undecidable,undecidable,12,2,12,11,1.35,
s1_risk_factors,axcella_2,regulatory,multi_part,string,0,undecidable,undecidable,12,2,12,10,1.2,
financial_statement_qa,civitas,regulatory,numeric,number,0,stated,stated,12,2,12,10,0.25,
financial_statement_qa,ignentertainment,regulatory,numeric,number,0,stated,stated,12,1,12,9,0.4,
financial_statement_qa,castlebio,regulatory,numeric,number,0,stated,stated,12,1,12,12,0.15000000000000002,
financial_statement_qa,emageon,regulatory,numeric,number,0,stated,stated,12,3,12,10,0.7636363636363637,
financial_statement_qa,hyrecar,regulatory,numeric,number,0,stated,stated,12,5,12,9,1.75,
flag_offmarket_liqpref,1461993_000119312517361673,risk_flag,binary,bool,0,undecidable,undecidable,12,2,12,11,0.30000000000000004,
flag_offmarket_liqpref,877931_000119312508100740,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,10,0.050000000000000044,
flag_offmarket_liqpref,1427222_000101376208000358,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,10,0.0,
flag_offmarket_liqpref,1780201_000119312521296901,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,11,0.050000000000000044,
flag_offmarket_liqpref,1130258_000104746906010148,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,11,0.4,
flag_offmarket_liqpref,1447599_000119312515209758,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,11,0.19999999999999996,
flag_offmarket_liqpref,1722271_000091205720000111,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,10,0.30000000000000004,
flag_offmarket_liqpref,1119700_000114420405033377,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,11,0.0,
flag_offmarket_liqpref,1327811_000132781118000039,risk_flag,binary,bool,0,undecidable,undecidable,12,4,12,2,0.45789473684210535,
flag_offmarket_liqpref,1469166_000095012314005342,risk_flag,binary,bool,0,undecidable,undecidable,12,2,12,11,0.6105263157894737,
flag_full_ratchet,0000950123-14-003249_filename2.htm,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
flag_full_ratchet,0001104659-14-075598_a14-23423_18k.htm,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
flag_full_ratchet,0001144204-14-015857_v371796_8k.htm,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,12,0.0,
flag_full_ratchet,0001193125-12-290128_d377132d8k.htm,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,11,0.0,
flag_full_ratchet,0000950134-02-011491_d99683e8vk.txt,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,10,0.050000000000000044,
flag_full_ratchet,1082733_000165495426003578,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,10,0.09999999999999998,
flag_full_ratchet,1103078_000119312505072191,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,10,0.0,
flag_uncapped_participation,1076103_000091476003000217,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,11,0.0,
flag_uncapped_participation,1374128_000119312517292995,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,11,0.0,
flag_uncapped_participation,319458_000143774924026112,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,11,0.0,
flag_uncapped_participation,1113481_000111348114000003,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,11,0.0,
flag_uncapped_participation,1200720_000104746904001493,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,8,0.050000000000000044,
flag_uncapped_participation,1327811_000132781118000039,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,11,0.08333333333333337,
flag_uncapped_participation,1344413_000089161805000914,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,11,0.0,
flag_uncapped_participation,1447599_000119312515209758,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,11,0.0,
flag_uncapped_participation,1053148_000095014401503351,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,10,0.050000000000000044,
flag_uncapped_participation,1067837_000119312515255977,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,11,0.0,
flag_uncapped_participation,1119700_000114420405033377,risk_flag,binary,bool,0,undecidable,undecidable,12,2,12,9,0.7,
flag_missing_pro_rata,xcyte_waiver,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,11,0.16666666666666663,
flag_missing_pro_rata,rapid7_waiver,risk_flag,binary,bool,0,undecidable,undecidable,12,2,12,10,0.30789473684210533,
flag_missing_pro_rata,greenfield_grant,risk_flag,binary,bool,0,undecidable,undecidable,12,0,12,10,0.0,
flag_missing_pro_rata,soshydration_grant,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,11,0.44999999999999996,
flag_internal_inconsistency,actelis_consistent,risk_flag,binary,bool,0,undecidable,undecidable,12,3,12,9,0.75,
flag_internal_inconsistency,castlebio_consistent,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,11,0.30000000000000004,
flag_internal_inconsistency,castlebio_inconsistent,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,12,0.30000000000000004,
flag_internal_inconsistency,hyrecar_inconsistent,risk_flag,binary,bool,0,undecidable,undecidable,12,2,12,12,0.10000000000000009,
flag_internal_inconsistency,ignentertainment_inconsistent,risk_flag,binary,bool,0,undecidable,undecidable,12,1,12,11,0.30000000000000004,
